2159.162994,2203.189106,2623.368558,2321.988268
2764.511390,5520.154453,2266.631202,3186.735783
3206.111468,5968.718875,3823.271594,3620.379800
3808.595640,6861.674593,4021.171016,7335.673275
4147.218009,7436.118544,4186.169332,9418.632024
4040.499288,7112.937900,4465.695405,10325.316971
4132.915211,6692.763361,4604.050816,12747.662622
4811.501518,7718.359156,5531.187519,12460.830544
4716.822659,9115.469062,5678.699675,13175.893149
8441.961636,10547.623111,10113.224875,11837.937095
10079.434639,12566.486013,10899.668792,10740.187657
16327.836149,10056.113476,11444.761592,10620.774812
16065.247574,13402.003942,11696.402278,10519.249739
17834.582812,14600.539748,13190.953072,10426.938525
19074.378817,17869.873647,16494.006336,10038.721304
17520.989561,18413.288401,15558.482055,9253.614410
18187.555713,17279.910020,18780.480822,11036.422330
21153.163972,16925.794807,20781.864803,11809.139883
16954.603450,13872.443208,17660.766815,12917.167482
16926.636816,13050.465954,21998.482902,15023.049738
18225.329683,14438.363930,21076.496189,11254.998097
15890.965922,20412.865471,22795.867295,12020.756252
18294.209024,18869.106537,25286.860030,12944.651719
15511.450730,18795.252520,23865.058394,9984.553730
21470.993049,18504.705641,25767.228247,12338.107989
20163.788624,19567.322098,24673.134485,12558.981268
26862.912715,20467.561787,24809.147293,13022.367319
24536.895474,17694.745355,26022.736589,14144.276482
23061.310509,19826.267824,25795.622386,14144.165183
25014.708310,21798.008467,27784.688973,12426.322467
25157.934616,22056.375912,26590.313121,13476.908172
21990.756482,22042.198431,22896.131901,14459.256083
17505.593510,22207.681599,25705.546641,15738.201444
17010.348228,21578.276387,27635.687685,17907.841316
18842.319734,22061.104975,27825.628376,17675.096759
16108.101080,21352.273808,30578.604286,19989.099870
15263.879984,21629.618121,31160.609861,22223.448267
16833.335530,23155.145992,29718.143968,22073.332229
16819.334447,23106.086481,27926.767684,20463.230885
18740.084092,23222.376482,27255.924927,22482.275625
20083.777573,23300.289452,27668.746975,21943.065598
18210.559408,22192.710574,27349.189875,23916.367495
22158.522147,23097.936015,33166.075983,23490.860247
21836.691409,24537.987788,32065.080326,21928.631852
22604.575497,25904.064578,31048.157328,23237.215424
30019.293130,27138.306122,30584.253887,22888.071110
30701.266008,26242.954673,30759.541880,22097.509205
31221.237004,26141.181037,32604.595315,24781.015503
31051.653120,25454.779103,32295.217593,25834.470687
29879.225303,27753.142779,32873.335167,23766.679893
35383.782069,26739.715806,34671.268434,25746.016795
32974.678228,24005.355682,32851.454762,25319.372468
30424.193356,24714.903355,32940.175185,26993.709563
28951.657308,21687.234930,35243.074934,27192.075937
28017.189804,22408.682680,36919.559901,23413.404408
27254.127043,21959.025957,30907.056028,24584.976657
27619.107839,22166.598456,31464.605775,24677.626016
28356.056460,26545.018622,29796.395068,25517.261894
25706.742258,27824.295385,32972.856513,24290.237725
27264.942721,28622.098389,31749.239388,26874.207950
27694.939633,27808.111042,29875.074818,26761.353455
27630.129959,28470.053329,32546.083269,26159.023332
26791.093666,29216.525981,32588.047570,29315.578098
29732.195255,30480.884559,30925.533273,22859.175919
30407.602958,28649.721224,33332.706102,22518.829938
28821.443874,32020.849095,33802.413459,25351.787928
26996.914509,33288.452549,34347.590478,23605.870449
20710.927199,32170.318149,34103.761901,26594.116205
21301.944940,30145.128411,34960.486228,26182.519606
19860.372264,32427.228643,29911.082867,30934.573205
25731.567327,33053.744605,29877.426791,30171.695025
22002.259849,30829.389511,28886.559939,30523.494205
24112.135198,29108.464134,29390.794668,33365.282691
23029.915972,29044.218173,30818.177324,30293.803043
18676.664804,30913.121003,28445.941926,25362.649235
19680.257452,32712.090019,32218.798404,23322.902746
24122.939997,29512.316979,31260.162468,19732.789251
21310.940629,26942.341328,31633.963836,20590.863602
24584.864713,27669.085614,34278.589507,19815.565004
23251.847949,30121.578268,35371.561345,19163.077857
23480.989951,26760.784121,31623.545566,19566.302854
24419.158542,29347.425595,30542.511334,20568.321233
27797.607928,30557.059996,28426.807882,23457.294267
25980.077544,27982.469453,29266.123759,27504.608005
27582.142090,31479.452960,30606.717091,27083.123568
29041.360427,30010.027758,27311.054543,26123.935711
27934.434066,31234.631408,28774.178613,31749.097650
27826.905706,31892.537256,31730.620242,33195.184884
29395.021807,34192.464979,29434.362252,33210.121736
26779.703883,31928.647052,29663.505331,33499.369009
28025.140047,33629.565298,28040.110081,31619.546715
28662.345050,33463.113407,27210.116716,32828.848759
30511.911928,33150.737303,28644.718068,35444.959677
28153.679093,32233.189769,26048.875650,35092.876591
29215.780315,33673.117837,27357.829057,36600.079397
30077.854104,33320.216365,27672.194627,35637.204164
32137.118992,34192.294108,28273.156330,29267.903840
34104.885408,30927.092159,27330.095379,27826.377110
35906.860015,30410.248335,31076.074636,25650.751654
33873.335860,32692.068182,32178.860617,25942.178817
35379.879969,29121.452818,25909.200440,26461.829701
33325.521551,30992.560096,24960.757488,26680.093128
32914.467967,28866.476672,18851.377423,29581.234202
30193.410547,30196.955441,20374.046640,28845.417019
26814.651865,28671.183626,22337.406282,27058.281196
27838.569117,26932.227096,21589.705287,26904.988678
26153.401926,24255.520001,20653.792791,25231.681899
26736.632109,24442.900934,20495.295087,26908.293473
